id,description,dataset,category,subcategory,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes,dataset_id,dataset_name,category_id,category_name,subcategory_id,subcategory_name
anl11_1e,Aggregate KPI for Pollution Prevention  & Environmental Remediation,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",EUR,1,TOPCS1600,MATRIX,1.0,0.906,1,1,1.4,"[{'id': '7yd5mJB', 'name': 'EUR TOPCS1600 ATOM Datasets Theme', 'multiplier': 2.0}]",analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anl11_1g,"Aggregate KPI for Board Indepndence, Diversity, & Effectiveness","{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",EUR,1,TOPCS1600,MATRIX,1.0,0.9005,1,2,1.4,"[{'id': '7yd5mJB', 'name': 'EUR TOPCS1600 ATOM Datasets Theme', 'multiplier': 2.0}]",analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anl11_1pme,Aggregate KPI for Compensation & Employee Satisfaction,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8921,3,3,1.4,"[{'id': '7yd5mJB', 'name': 'EUR TOPCS1600 ATOM Datasets Theme', 'multiplier': 2.0}]",analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anl11_1tic,Aggregate KPI for Community Engagement & Charitable Activities,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",EUR,1,TOPCS1600,MATRIX,1.0,0.9037,1,1,1.4,"[{'id': '7yd5mJB', 'name': 'EUR TOPCS1600 ATOM Datasets Theme', 'multiplier': 2.0}]",analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anl11_2_1e,Aggregate KPI for pollution prevention & environmental remediation,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8073,0,0,1.4,"[{'id': '7yd5mJB', 'name': 'EUR TOPCS1600 ATOM Datasets Theme', 'multiplier': 2.0}]",analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anl11_2_1g,"Aggregate KPI for Board Independence, Diversity, & Effectiveness","{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8031,2,2,1.4,"[{'id': '7yd5mJB', 'name': 'EUR TOPCS1600 ATOM Datasets Theme', 'multiplier': 2.0}]",analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anl11_2_1pme,Aggregate KPI for Compensation & Employee Satisfaction,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7923,0,0,1.4,"[{'id': '7yd5mJB', 'name': 'EUR TOPCS1600 ATOM Datasets Theme', 'multiplier': 2.0}]",analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anl11_2_1tic,Aggregate KPI for Community Engagement & Charitable Activities,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8097,0,0,1.4,"[{'id': '7yd5mJB', 'name': 'EUR TOPCS1600 ATOM Datasets Theme', 'multiplier': 2.0}]",analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anl11_2_2e,Aggregate KPI for Anti-Pollution Policies & Environmental Transparency,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8054,4,4,1.4,"[{'id': '7yd5mJB', 'name': 'EUR TOPCS1600 ATOM Datasets Theme', 'multiplier': 2.0}]",analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anl11_2_2g,Aggregate KPI for Management Standards & Ethics,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8172,0,0,1.4,"[{'id': '7yd5mJB', 'name': 'EUR TOPCS1600 ATOM Datasets Theme', 'multiplier': 2.0}]",analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anl11_2_2pme,Aggregate KPI for employee diversity treatment & labor rights,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8002,0,0,1.4,"[{'id': '7yd5mJB', 'name': 'EUR TOPCS1600 ATOM Datasets Theme', 'multiplier': 2.0}]",analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anl11_2_2tic,"Aggregate KPI for Human Rights Activism, Supply Chain, Labor & Human Rights Policies","{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8025,0,0,1.4,"[{'id': '7yd5mJB', 'name': 'EUR TOPCS1600 ATOM Datasets Theme', 'multiplier': 2.0}]",analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
anl11_2_3e,Aggregate KPI for Energy & Resource Efficiency,"{'id': 'analyst11', 'name': 'ESG scores'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-esg', 'name': 'ESG'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8161,0,0,1.4,"[{'id': '7yd5mJB', 'name': 'EUR TOPCS1600 ATOM Datasets Theme', 'multiplier': 2.0}]",analyst11,ESG scores,analyst,Analyst,analyst-esg,ESG
