id,description,dataset,category,subcategory,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes,dataset_id,dataset_name,category_id,category_name,subcategory_id,subcategory_name
anl40_addin,Number of new directors,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,1.0,0.3483,17,27,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_brdcount,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.7421,0.5195,37,58,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_ed_genderratio,proportion of male directors of executive directors,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.9266,0.3919,6,9,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_ed_timeretirement,Average time to retirement of executive directors,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.9266,0.3993,11,19,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_ed_timerole,average time in role of executive directors,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.9266,0.3951,6,7,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_employmentrate,AddIn / (OldCount + NewCount). No record before 20160729.,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.7421,0.3832,7,11,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_moveout,Number of leaving directors,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,1.0,0.3533,10,10,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_netturnoverrate,TotalChanges / (OldCount + NewCount). No record before 20160729.,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.7421,0.4997,11,16,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_newcount,"How many directors in this company after today's movement. Due to lack of original data on history file, there is no newCount record before 20160729.","{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.7421,0.5196,19,30,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_oldcount,"How many directors in this company before today's movement. Due to lack of original data on history file, there is no oldCount record before 20160729.","{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.7421,0.5197,15,25,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_overall_genderratio,proportion of male directors of overall directors,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.9266,0.4071,4,4,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_overall_stdevage,standard deviation of directors' ages of overall directors,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.9266,0.407,4,5,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_overall_timeretirement,average time to retirement of overall directors,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.9266,0.4067,3,6,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_overall_timerole,average time in role of overall directors,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.9266,0.4045,7,12,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_sd_genderratio,proportion of male directors of supervisory directors,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.9266,0.407,4,5,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_sd_stdevage,standard deviation of directors' ages of supervisory directors,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.9266,0.4068,4,6,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_sd_timeretirement,average time to retirement of supervisory directors,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.9266,0.4063,3,6,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_sd_timerole,average time in role of supervisory directors,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.9266,0.4044,5,6,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_totalchange,"Total changes in director members in that day, which equals (addIn - moveOut).","{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,1.0,0.471,11,28,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
anl40_turnoverrate,MoveOut / (OldCount + NewCount). No record before 20160729.,"{'id': 'analyst40', 'name': 'Information on board of director'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-crowdsourced-estimates', 'name': 'Crowdsourced Estimates'}",USA,1,TOP3000,MATRIX,0.7421,0.3738,14,20,1.2,[],analyst40,Information on board of director,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates
