id,description,dataset,category,subcategory,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes,dataset_id,dataset_name,category_id,category_name,subcategory_id,subcategory_name
fnd8_1af_matrix_ags_ff,No field description,"{'id': 'fundamental8', 'name': 'Fundamental8'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-data', 'name': 'Fundamental Data'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7267,0,0,1.1,[],fundamental8,Fundamental8,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data
fnd8_1af_matrix_aor_ff,No field description,"{'id': 'fundamental8', 'name': 'Fundamental8'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-data', 'name': 'Fundamental Data'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8984,0,0,1.1,[],fundamental8,Fundamental8,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data
fnd8_1af_matrix_cni_ffa_qe_ff,No field description,"{'id': 'fundamental8', 'name': 'Fundamental8'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-data', 'name': 'Fundamental Data'}",EUR,1,TOPCS1600,MATRIX,1.0,0.4809,0,0,1.1,[],fundamental8,Fundamental8,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data
fnd8_1af_matrix_cni_xtp_ff,No field description,"{'id': 'fundamental8', 'name': 'Fundamental8'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-data', 'name': 'Fundamental Data'}",EUR,1,TOPCS1600,MATRIX,1.0,0.9006,0,0,1.1,[],fundamental8,Fundamental8,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data
fnd8_1af_matrix_drox_spe_ff,Earnings Per Share incl. Extraordinary Items -Fiscal,"{'id': 'fundamental8', 'name': 'Fundamental8'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-data', 'name': 'Fundamental Data'}",EUR,1,TOPCS1600,MATRIX,1.0,0.9647,0,0,1.1,[],fundamental8,Fundamental8,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data
fnd8_1af_matrix_ep_ff,No field description,"{'id': 'fundamental8', 'name': 'Fundamental8'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-data', 'name': 'Fundamental Data'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7872,0,0,1.1,[],fundamental8,Fundamental8,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data
fnd8_1af_matrix_fc_ghc_kts_ff,No field description,"{'id': 'fundamental8', 'name': 'Fundamental8'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-data', 'name': 'Fundamental Data'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6671,0,0,1.1,[],fundamental8,Fundamental8,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data
fnd8_1af_matrix_fc_nevni_ff,Inventories (Cash Flow),"{'id': 'fundamental8', 'name': 'Fundamental8'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-data', 'name': 'Fundamental Data'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6177,0,0,1.1,[],fundamental8,Fundamental8,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data
fnd8_1af_matrix_fc_pxe_ped_ff,No field description,"{'id': 'fundamental8', 'name': 'Fundamental8'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-data', 'name': 'Fundamental Data'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8287,0,0,1.1,[],fundamental8,Fundamental8,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data
fnd8_1af_matrix_fc_tni_ff,Interest Paid (Cash Flow),"{'id': 'fundamental8', 'name': 'Fundamental8'}","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-data', 'name': 'Fundamental Data'}",EUR,1,TOPCS1600,MATRIX,1.0,0.787,0,0,1.1,[],fundamental8,Fundamental8,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data
