id,description,dataset,category,subcategory,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes,dataset_id,dataset_name,category_id,category_name,subcategory_id,subcategory_name
anl69_aeps_best_crncy_iso,Currency (ISO),"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,63,229,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_aeps_best_cur_fiscal_qtr_period,Current Fiscal Quarter Period Date,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.9702,29,36,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_aeps_best_cur_fiscal_semi_year_period,Current Fiscal Semi-Year Period,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.9075,53,267,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_aeps_best_cur_fiscal_year_period,Current Fiscal Year Period Date,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,70,310,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_aeps_best_eeps_cur_yr,Est Earnings per share Curr Year,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,242,1897,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_aeps_best_eeps_nxt_yr,Est Earnings per share Next Year,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,106,763,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_aeps_expected_report_dt,Expected Earnings Report Date,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,192,1811,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_aeps_expected_report_time,Expected Earnings Report Time,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,64,264,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_analyst_best_crncy_iso,Currency (ISO),"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,51,199,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_analyst_best_cur_fiscal_qtr_period,Current Fiscal Quarter Period D,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.9702,13,22,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_analyst_best_cur_fiscal_semi_year_period,Current Fiscal Semi-Year Period,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.9075,22,34,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_analyst_best_cur_fiscal_year_period,Current Fiscal Year Period Date,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,50,190,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_analyst_best_eeps_cur_yr,Est Earnings per share Curr Year,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,105,632,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_analyst_best_eeps_nxt_yr,Est Earnings per share Next Year,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,149,1708,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_analyst_expected_report_dt,Expected Earnings Report Date,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,149,1581,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_analyst_expected_report_time,Expected Earnings Report Time,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,48,236,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_best_crncy_iso,Currency (ISO),"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,55,226,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_best_cur_fiscal_qtr_period,Current Fiscal Quarter Period D,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.9704,13,18,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_best_cur_fiscal_semi_year_period,Current Fiscal Semi-Year Period,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.9079,25,53,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_best_cur_fiscal_year_period,Current Fiscal Year Period Date,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,60,319,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_best_eeps_cur_yr,Est Earnings per share Curr Year,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,206,2015,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_best_eeps_nxt_yr,Est Earnings per share Next Year,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,197,1948,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_bps_best_crncy_iso,Currency (ISO),"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,18,37,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_bps_best_cur_fiscal_qtr_period,Current Fiscal Quarter Period D,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.9702,11,23,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_bps_best_cur_fiscal_semi_year_period,Current Fiscal Semi-Year Period,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.9075,7,12,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_bps_best_cur_fiscal_year_period,Current Fiscal Year Period Date,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,19,39,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_bps_best_eeps_cur_yr,Est Earnings per share Curr Year,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,39,163,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_bps_best_eeps_nxt_yr,Est Earnings per share Next Year,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,29,51,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_bps_expected_report_dt,Expected Earnings Report Date,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,32,62,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_bps_expected_report_time,Expected Earnings Report Time,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,4,14,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_cest_best_crncy_iso,Currency (ISO),"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,4,9,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_cest_best_cur_fiscal_qtr_period,Current Fiscal Quarter Period D,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.9702,3,6,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_cest_best_cur_fiscal_semi_year_period,Current Fiscal Semi-Year Period,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.9075,7,9,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_cest_best_cur_fiscal_year_period,Current Fiscal Year Period Date,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,7,13,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_cest_best_eeps_cur_yr,Est Earnings per share Curr Year,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,43,194,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_cest_best_eeps_nxt_yr,Est Earnings per share Next Year,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,51,256,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_cest_expected_report_dt,Expected Earnings Report Date,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,101,880,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_cest_expected_report_time,Expected Earnings Report Time,"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,4,8,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl69_cps_best_crncy_iso,Currency (ISO),"{'id': 'analyst69', 'name': 'Fundamental Analyst Estimates'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,2,8,1.4,[],analyst69,Fundamental Analyst Estimates,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
