id,description,dataset,category,subcategory,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes,dataset_id,dataset_name,category_id,category_name,subcategory_id,subcategory_name
anl14_actvalue_ebit_fp0,Earnings Before Interest & Taxes - recent last quarter,"{'id': 'analyst14', 'name': 'Estimations of Key Fundamentals'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.5,2,2,1.4,[],analyst14,Estimations of Key Fundamentals,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl14_actvalue_ebitda_fp0,"Earnings Before Interest, Taxes, Depreciation & Amortization - recent last quarter","{'id': 'analyst14', 'name': 'Estimations of Key Fundamentals'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.5,4,4,1.4,[],analyst14,Estimations of Key Fundamentals,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl14_actvalue_eps_fp0,Earnings per share - recent last quarter,"{'id': 'analyst14', 'name': 'Estimations of Key Fundamentals'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.5,0,0,1.4,[],analyst14,Estimations of Key Fundamentals,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl14_actvalue_epsrep_fp0,Reported Earnings Per Share - recent last quarter,"{'id': 'analyst14', 'name': 'Estimations of Key Fundamentals'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.5,3,3,1.4,[],analyst14,Estimations of Key Fundamentals,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl14_actvalue_ntp_fp0,Net Profit - recent last quarter,"{'id': 'analyst14', 'name': 'Estimations of Key Fundamentals'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.5,0,0,1.4,[],analyst14,Estimations of Key Fundamentals,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl14_actvalue_ntprep_fp0,Reported Net Profit - recent last quarter,"{'id': 'analyst14', 'name': 'Estimations of Key Fundamentals'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.5,3,3,1.4,[],analyst14,Estimations of Key Fundamentals,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl14_actvalue_ptp_fp0,Pretax profit - recent last quarter,"{'id': 'analyst14', 'name': 'Estimations of Key Fundamentals'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.5,0,0,1.4,[],analyst14,Estimations of Key Fundamentals,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl14_actvalue_ptprep_fp0,Reported pretax profit - recent last quarter,"{'id': 'analyst14', 'name': 'Estimations of Key Fundamentals'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.5,3,3,1.4,[],analyst14,Estimations of Key Fundamentals,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl14_actvalue_revenue_fp0,Revenue - recent last quarter,"{'id': 'analyst14', 'name': 'Estimations of Key Fundamentals'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.5,5,5,1.4,[],analyst14,Estimations of Key Fundamentals,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl14_buy,Number of recommendations to buy -,"{'id': 'analyst14', 'name': 'Estimations of Key Fundamentals'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",EUR,1,TOPCS1600,MATRIX,1.0,0.5,19,21,1.4,[],analyst14,Estimations of Key Fundamentals,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
